"Name","Active","Date","Operator","Description","href","Type","Fields","Pools","Order_Num","Order_Amendment","Order_Amendment_Num","Pool_Count_0","Pool_Count","Oil_Pool_Count","Gas_Pool_Count","Field_Count_0","Field_Count","Start_Page","Stop_Page"
"CO 504","FALSE",NA,"","NOT USED.  Notice of public hearing regarding sustained casing pressure rules for Endicott, Pt. Mclntyre, Niakuk, Badami, and Northstar Fields. The Niakuk Field was erroneously listed in the notice. Not Used","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20504%22}","CO","BADAMI, ENDICOTT, NORTHSTAR, PRUDHOE BAY","ALAPAH OIL, BADAMI OIL, EIDER OIL, ENDICOTT OIL, IVISHAK OIL, NIAKUK OIL, NORTHSTAR OIL, PT MCINTYRE OIL","504","","",FALSE,8,8,0,FALSE,4,1,20
"CO 505","FALSE","2004-01-05","BP Exploration (Alaska) Inc.","Pool Rules: Prudhoe Bay Field, Schrader Bluff Oil Pool, Orion Development Area Superseded","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20505%22}","CO","PRUDHOE BAY","SCHRADER BLF OIL - ORION","505","","",FALSE,1,1,0,FALSE,1,1,172
"CO 505 A","FALSE","2006-04-28","BP Exploration (Alaska) Inc.","Authorization for an EOR injection project using enriched gas from the Prudhoe Bay Central Gas Facility. Superseded","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20505%20A%22}","CO","PRUDHOE BAY","SCHRADER BLF OIL - ORION","505","A","",FALSE,1,1,0,FALSE,1,1,74
"CO 505 B","FALSE","2010-05-04","BP Exploration (Alaska) Inc.","Pool Rules: Corrected version governs Prudhoe Bay Field, Schrader Bluff Oil Pool, Orion Development Area;  see also Other 66 Order regarding SVS Rules.   Errata done on April 15, 2014. Superseded","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20505%20B%22}","CO","PRUDHOE BAY","SCHRADER BLF OIL - ORION","505","B","",FALSE,1,1,0,FALSE,1,1,141
"CO 505 B .001","FALSE","2016-01-07","BP Exploration (Alaska) Inc.","Admin approval to waive the monthly production allocation reporting requirement. Superseded","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO505B.001%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20505%20B%22}","CO","PRUDHOE BAY","AURORA OIL, BOREALIS OIL, MIDNIGHT SUN OIL, NIAKUK OIL, POLARIS OIL, PRUDHOE OIL, PUT RIVER OIL, RAVEN OIL, SCHRADER BLF OIL - ORION","505","B","1",FALSE,9,9,0,FALSE,1,39,141
"CO 505 B .002","FALSE","2019-05-29","BP Exploration (Alaska) Inc.","Administrative Approval for Conforming Prudhoe Bay Unit (PBU) Satellite Pool Rules for Consistency. Superseded","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO505B.002%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20505%20B%22}","CO","PRUDHOE BAY","SCHRADER BLF OIL - ORION","505","B","2",FALSE,1,1,0,FALSE,1,45,141
"CO 505 B .003","FALSE","2020-10-01","Hilcorp North Slope, LLC","Amend normal operating limit for inner annulus pressure for non Lisburne development area wells from 2,000 psig to 2,100 psig and to add an administrative approval clause to Conservation Order No. 492. Superseded","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO505B.003%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20505%20B%22}","CO","PRUDHOE BAY","SCHRADER BLF OIL - ORION","505","B","3",FALSE,1,1,0,FALSE,1,60,141
"CO 505 B .004","FALSE","2021-09-09","Hilcorp North Slope, LLC","Pool Rules: Well Spacing revision - Admin Approval alters well spacing for the Schrader Bluff Oil Pool in the Orion Development Area (Docket CO-21-010). Superseded","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:TextBox~=%22CO505B.004%22}|{LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20505%20B%22}","CO","PRUDHOE BAY","SCHRADER BLF OIL - ORION","505","B","4",FALSE,1,1,0,FALSE,1,65,141
"CO 505 C","TRUE","2023-08-30","Hilcorp North Slope, LLC","An order to  expand the affected area of the Schrader Bluff Oil Pool, Prudhoe Bay Field, North Slope, Alaska.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20505%20C%22}","CO","PRUDHOE BAY","SCHRADER BLF OIL - ORION","505","C","",FALSE,1,1,0,FALSE,1,1,32
"CO 506","TRUE","2004-01-08","ConocoPhillips Alaska, Inc.","Rules: sustained annulus pressures in the Beluga River.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20506%22}","CO","BELUGA RIVER","STERLING-BELUGA GAS, UNDEFINED WDSP","506","","",FALSE,2,0,1,FALSE,1,1,32
"CO 507","TRUE","2004-01-08","ConocoPhillips Alaska, Inc.","Rules regulating sustained annulus pressures in North Cook Inlet Field development wells.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20507%22}","CO","NORTH COOK INLET","TERTIARY GAS","507","","",FALSE,1,0,1,FALSE,1,1,32
"CO 508","TRUE","2004-02-17","Union Oil Company of California","Spacing exception: Happy Valley #2 (#203113, renamed HAPPY VALLEY A-02)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20508%22}","CO","*EXPLORATORY, DEEP CREEK","HV BELUGA/TYONEK GAS, TYONEK UNDEF GAS, UNDEFINED GAS","508","","",FALSE,3,0,3,FALSE,2,1,25
"CO 509","TRUE","2004-02-17","Union Oil Company of California","Spacing exception: Happy Valley #4 (#203223, renamed HAPPY VALLEY A-04)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20509%22}","CO","*EXPLORATORY, DEEP CREEK","HV BELUGA/TYONEK GAS, TYONEK UNDEF GAS, UNDEFINED GAS","509","","",FALSE,3,0,3,FALSE,2,1,25
"CO 510","FALSE","2004-02-11","Marathon Oil Company","Pool Rules: Sterling Gas Pools 3, 4, 5.1, 5.2 6, Beluga/Upper Tyonek Gas Pool and Tyonek Gas Pool 1.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20510%22}","CO","KENAI","STERLING 4 GAS, STERLING 5.1 GAS","510","","",FALSE,2,0,2,FALSE,1,1,26
"CO 510 A","FALSE","2014-07-21","Hilcorp Alaska, LLC","Pool Rules: Corrected and Amended for Kenai Sterling Gas Pools 3, 4, 5.1, 5.2 6, Kenai Beluga/Upper Tyonek Gas Pool,  Kenai Tyonek Gas Pool 1, and defines the new Kenai Deep Tyonek Gas Pool. Supersedes CO 510.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20510%20A%22}","CO","KENAI","DEEP TYONEK GAS, STERLING 3 GAS, STERLING 4 GAS, STERLING 5.1 GAS, STERLING 5.2 GAS, STERLING 6 GAS, TYONEK GAS","510","A","",FALSE,7,0,7,FALSE,1,1,43
"CO 510 B","FALSE","2021-06-17","Hilcorp Alaska, LLC","Pool Rules (Amended): Allows production commingling from Sterling Gas Pools 3, 4, and 5.1 in the Kenai Unit 44-08 Well. Supersedes CO 510A.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20510%20B%22}","CO","KENAI","BELUGA/UP TYONEK GAS, DEEP TYONEK GAS, STERLING 3 GAS, STERLING 4 GAS, STERLING 5.1 GAS, STERLING 5.2 GAS, STERLING 6 GAS, TYONEK GAS","510","B","",FALSE,8,0,8,FALSE,1,1,21
"CO 510 C","TRUE","2023-08-24","Hilcorp Alaska, LLC","Pool Rules (Amended): Expands vertically the Kenai Sterling Gas Pool. Also governs Kenai Sterling Gas Pools 4, 5.1, 5.2, 6, Kenai Beluga/Upper Tyonek Gas Pool, Kenai Tyonek Gas Pool 1, Kenai Deep Gas Pool. Supersedes CO 510B.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20510%20C%22}","CO","KENAI","BELUGA/UP TYONEK GAS, DEEP TYONEK GAS, STERLING 3 GAS, STERLING 4 GAS, STERLING 5.1 GAS, STERLING 5.2 GAS, STERLING 6 GAS, TYONEK GAS","510","C","",FALSE,8,0,8,FALSE,1,1,29
"CO 511","TRUE","2004-02-04","Marathon Oil Company","Spacing exception: Falls Creek 4 (#203221, renamed NINILCHIK UNIT FALLS CK 4 in AOGCC's database)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20511%22}","CO","NINILCHIK","BELUGA-TYONEK GAS, FC TYONEK UNDEFINED GAS","511","","",FALSE,2,0,2,FALSE,1,1,43
"CO 512","TRUE","2004-02-19","Union Oil Company of California","Spacing exception: Happy Valley #5 (#204007, renamed by Operator as HAPPY VALLEY A-05)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20512%22}","CO","*EXPLORATORY, DEEP CREEK","HV BELUGA/TYONEK GAS, TYONEK UNDEF GAS, UNDEFINED GAS","512","","",FALSE,3,0,3,FALSE,2,1,35
"CO 513","TRUE","2004-03-05","Forest Oil Corporation","Spacing exception: Redoubt Unit 7 (#203150)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20513%22}","CO","REDOUBT SHOAL","UNDEFINED OIL","513","","",FALSE,1,1,0,FALSE,1,1,58
"CO 514","TRUE","2004-03-05","ConocoPhillips Alaska, Inc.","Spacing exception: KRU 3F-19A (#204016)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20514%22}","CO","KUPARUK RIVER","KUPARUK RIVER OIL","514","","",FALSE,1,1,0,FALSE,1,1,41
"CO 515","TRUE","2004-03-08","BP Exploration (Alaska) Inc.","Order granting an exception to spacing requirements of Rule 3 of Conservation Order 432B to provide for the drilling and operation of the Milne Point Unit L-43 Production well (#2032240)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20515%22}","CO","MILNE POINT","KUPARUK RIVER OIL","515","","",FALSE,1,1,0,FALSE,1,1,28
"CO 516","TRUE","2004-04-07","BP Exploration (Alaska) Inc.","Rules establishing a blow out prevention equipment pressure test interval of fourteen days applicable to drilling and completion operations within the Prudhoe Bay oil pool.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20516%22}","CO","PRUDHOE BAY","PRUDHOE OIL","516","","",FALSE,1,1,0,FALSE,1,1,20
"CO 517","TRUE","2004-04-07","BP Exploration (Alaska) Inc.","Rules establishing a blow out prevention equipment pressure test interval of fourteen days applicable to drilling and completion operations within the Lisburne oil pool.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20517%22}","CO","PRUDHOE BAY","LISBURNE OIL","517","","",FALSE,1,1,0,FALSE,1,1,18
"CO 518","FALSE",NA,"Union Oil Company of California","Spacing exception: Swanson River Unit 241-16 (#204088) Withdrawn on 2004-05-12.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20518%22}","CO","SWANSON RIVER","STERLING/UPPER BELUGA GAS","518","","",FALSE,1,0,1,FALSE,1,1,13
"CO 519","TRUE","2004-06-08","Union Oil Company of California","Spacing exception: Happy Valley #6 (#204044, renamed by operator as HAPPY VALLEY A-06)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20519%22}","CO","*EXPLORATORY, DEEP CREEK","HV BELUGA/TYONEK GAS, TYONEK UNDEF GAS, UNDEFINED GAS","519","","",FALSE,3,0,3,FALSE,2,1,39
"CO 520","TRUE","2004-07-20","Union Oil Company of California","Spacing exception: Swanson River Unit KGSF No. 7 (#204081)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20520%22}","CO","SWANSON RIVER","64-5 TYONEK GAS STORAGE","520","","",FALSE,1,0,1,FALSE,1,1,40
"CO 521","TRUE","2004-07-20","Marathon Oil Company","Spacing exception: Beaver Creek Unit #14 (#204081)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20521%22}","CO","BEAVER CREEK","BELUGA GAS","521","","",FALSE,1,0,1,FALSE,1,1,27
"CO 522","TRUE","2004-07-20","Union Oil Company of California","Spacing exception: Swanson River Unit 241-16 (#204088)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20522%22}","CO","SWANSON RIVER","STERLING/UPPER BELUGA GAS","522","","",FALSE,1,0,1,FALSE,1,1,28
"CO 523","TRUE","2004-07-20","","Order adopting rules regulating sustained annulus pressures for all pools within the Kenai Field","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20523%22}","CO","KENAI","BELUGA/UP TYONEK GAS, DEEP TYONEK GAS, STERLING 3 GAS, STERLING 4 GAS, STERLING 5.1 GAS, STERLING 5.2 GAS, STERLING 6 GAS, STERLING UPPER UNDEF GAS, TYONEK GAS","523","","",FALSE,9,0,9,FALSE,1,1,38
"CO 524","TRUE","2004-07-20","","Order adopting rules regulating sustained annulus pressures for all pools within the Beaver Creek Field","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20524%22}","CO","BEAVER CREEK","BEAVER CREEK OIL, BELUGA GAS, STERLING GAS, TYONEK GAS, UNDEFINED UPPER BELUGA GAS","524","","",FALSE,5,1,4,FALSE,1,1,39
"CO 525","TRUE","2004-07-20","Forest Oil Corporation","Order adopting rules regulating sustained annulus pressures for all pools with the West Fork Field","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20525%22}","CO","W FORK","STERLING A GAS, STERLING B GAS, UNDEFINED GAS, W MCARTHUR RIV OIL","525","","",FALSE,4,1,3,FALSE,1,1,38
"CO 526","FALSE","2004-06-02","Union Oil Company of California","Spacing exception: SRU 231-16 (#204076, permit expired) Withdrawn on 2004-06-02.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20526%22}","CO","SWANSON RIVER","TYONEK GAS","526","","",FALSE,1,0,1,FALSE,1,1,20
"CO 527","TRUE","2004-08-06","Union Oil Company of California","Spacing exception: Happy Valley 7 (#204106, renamed by operator as HAPPY VALLEY A-07)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20527%22}","CO","*EXPLORATORY, DEEP CREEK","HV BELUGA/TYONEK GAS, TYONEK UNDEF GAS, UNDEFINED GAS, UNDEFINED WDSP","527","","",FALSE,4,0,3,FALSE,2,1,47
"CO 528","TRUE","2004-08-06","Union Oil Company of California","Spacing exception: Happy Valley 8 (#204114, renamed by operator as HAPPY VALLEY A-08)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20528%22}","CO","*EXPLORATORY, DEEP CREEK","HV BELUGA/TYONEK GAS, TYONEK UNDEF GAS, UNDEFINED GAS, UNDEFINED WDSP","528","","",FALSE,4,0,3,FALSE,2,1,29
"CO 529","TRUE","2004-08-18","ConocoPhillips Alaska, Inc.","Spacing exception: KRU 1C-08L1-01 (#204112)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20529%22}","CO","KUPARUK RIVER","KUPARUK RIVER OIL","529","","",FALSE,1,1,0,FALSE,1,1,39
"CO 530","TRUE","2004-08-19","ConocoPhillips Alaska, Inc.","Spacing exception: KRU 1Y-24A (#204125) and 1Y-24AL1 (#204126)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20530%22}","CO","KUPARUK RIVER","KUPARUK RIVER OIL","530","","",FALSE,1,1,0,FALSE,1,1,70
"CO 531","TRUE","2004-08-24","Marathon Oil Company","Spacing exception: Susan Dionne No #2 (#204126, renamed as NINILCHIK UNIT S DIONNE 2 in AOGCC's database)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20531%22}","CO","NINILCHIK","BELUGA-TYONEK GAS, SD BELUGA UNDEFINED GAS, SD STERLING UNDEFINED GAS, SD TYONEK UNDEFINED GAS","531","","",FALSE,4,0,4,FALSE,1,1,60
"CO 532","TRUE","2004-09-16","Forest Oil Corporation","Spacing exception: West Foreland #2(#204143)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20532%22}","CO","W FORELAND","TYONEK UNDEFINED 4.0 GAS, TYONEK UNDEFINED 4.2 GAS","532","","",FALSE,2,0,2,FALSE,1,1,192
"CO 532 A","TRUE","2007-08-09","Forest Oil Corporation","Spacing exception: West Foreland 2","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20532%20A%22}","CO","W FORELAND","TYONEK UNDEFINED 4.0 GAS, TYONEK UNDEFINED 4.2 GAS","532","A","",FALSE,2,0,2,FALSE,1,1,104
"CO 532 B","TRUE","2008-01-30","Forest Oil Corporation","Order granting permanent spacing exception West Foreland 2","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20532%20B%22}","CO","W FORELAND","TYONEK UNDEFINED 4.0 GAS, TYONEK UNDEFINED 4.2 GAS","532","B","",FALSE,2,0,2,FALSE,1,1,129
"CO 533","TRUE","2004-10-04","Marathon Oil Company","Waiver of Certain Wellhead Equipment Requirements of 20 AAC 25.200 for Kenai Field wells, all pools","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20533%22}","CO","KENAI, KENAI C.L.U.","BELUGA GAS, BELUGA UNDEF GAS, BELUGA/UP TYONEK GAS, STERLING 3 GAS, STERLING 4 GAS, STERLING 5.1 GAS, STERLING 5.2 GAS, STERLING 6 GAS, TYONEK D GAS, TYONEK GAS, UNDEFINED WDSP, UPPER TYONEK GAS","533","","",FALSE,12,0,11,FALSE,2,1,23
"CO 534","TRUE","2004-10-04","Marathon Oil Company","Order re: Waiver of Certain Wellhead Equipment Requirement of 20 AAC 25.200 for Beaver Creek Field well in all pools","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20534%22}","CO","BEAVER CREEK","BEAVER CREEK OIL, BELUGA GAS, STERLING GAS, TYONEK GAS, UNDEFINED WDSP","534","","",FALSE,5,1,3,FALSE,1,1,22
"CO 535","TRUE","2004-10-04","Marathon Oil Company","Order re: Waiver of Certain Wellhead Equipment Requirement of 20 AAC 25.200 for Sterling Field wells, all pools","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20535%22}","CO","STERLING","BELUGA UNDEFINED GAS, STERLING UNDEFINED GAS, TYONEK UNDEFINED GAS, UNDEFINED WDSP","535","","",FALSE,4,0,3,FALSE,1,1,22
"CO 536","TRUE","2004-10-12","ConocoPhillips Alaska, Inc.","Spacing exception: Kuparuk River 1F-18A (#204167) and 1F-18AL1 (#204168)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20536%22}","CO","KUPARUK RIVER","KUPARUK RIVER OIL","536","","",FALSE,1,1,0,FALSE,1,1,39
"CO 537","TRUE","2004-10-25","Marathon Oil Company","Spacing exception: Falls Creek #1RD. Falls Creek #3 and Susan Dionne #3.  See CO 272, 491 and 468.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20537%22}","CO","NINILCHIK","BELUGA-TYONEK GAS, FC TYONEK UNDEFINED GAS, SD TYONEK UNDEFINED GAS","537","","",FALSE,3,0,3,FALSE,1,1,82
"CO 538","TRUE","2004-11-01","Marathon Oil Company","Spacing exception: Beaver Creek Unit #15XX (#204187, permit expired)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20538%22}","CO","BEAVER CREEK","BELUGA GAS","538","","",FALSE,1,0,1,FALSE,1,1,42
"CO 539","TRUE","2004-11-01","Union Oil Company of California","Spacing exception: Swanson River Unit KGSF No. 7A (#204163) gas storage well","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20539%22}","CO","SWANSON RIVER","64-5 TYONEK GAS STORAGE","539","","",FALSE,1,0,1,FALSE,1,1,27
"CO 540","TRUE","2004-11-01","Union Oil Company of California","Spacing exception: Happy Valley #9 (#204170, renamed by operator as HAPPY VALLEY A-09)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20540%22}","CO","*EXPLORATORY, DEEP CREEK","HV BELUGA/TYONEK GAS, TYONEK UNDEF GAS, UNDEFINED GAS","540","","",FALSE,3,0,3,FALSE,2,1,25
"CO 541","TRUE","2004-11-04","Union Oil Company of California","Spacing exception: Happy Valley #10 (#204186, renamed by operator as HAPPY VALLEY A-10)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20541%22}","CO","*EXPLORATORY, DEEP CREEK","HV BELUGA/TYONEK GAS, TYONEK UNDEF GAS, UNDEFINED GAS","541","","",FALSE,3,0,3,FALSE,2,1,27
"CO 542","FALSE",NA,"Marathon Oil Company","Spacing exception: Susan Dionne 4 (#204233, renamed as NINILCHIK UNIT S DIONNE 4 in AOGCC's database) Withdrawn on 2004-11-16.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20542%22}","CO","NINILCHIK","BELUGA-TYONEK GAS, SD BELUGA UNDEFINED GAS, SD STERLING UNDEFINED GAS, SD TYONEK UNDEFINED GAS","542","","",FALSE,4,0,4,FALSE,1,1,13
"CO 543","TRUE","2004-12-22","Union Oil Company of California","Spacing exception: Happy Valley #11 (#204207, renamed by operator as HAPPY VALLEY A-11)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20543%22}","CO","DEEP CREEK","HV BELUGA/TYONEK GAS, TYONEK UNDEF GAS","543","","",FALSE,2,0,2,FALSE,1,1,100
"CO 544","FALSE",NA,"Pelican Hill Oil and Gas Inc.","Spacing exception: N. Beluga #1 (#204226) Withdrawn on 2004-11-17.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20544%22}","CO","*EXPLORATORY","","544","","",TRUE,0,0,0,FALSE,1,1,67
"CO 545","TRUE","2005-01-26","Marathon Oil Company","Spacing exception: Susan Dionne #4 (#204233, renamed NINILCHIK UNIT S DIONNE 4 in AOGCC's database)","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20545%22}","CO","NINILCHIK","BELUGA-TYONEK GAS, SD BELUGA UNDEFINED GAS, SD STERLING UNDEFINED GAS, SD TYONEK UNDEFINED GAS","545","","",FALSE,4,0,4,FALSE,1,1,50
"CO 546","FALSE",NA,"Pelican Hill Oil and Gas Inc.","Spacing exception: North Pretty Creek No. 1XX (#205012, permit cancelled by operator) Withdrawn on 2005-01-25.","https://ogc-docs.commerce.alaska.gov/weblink/Search2.aspx?searchcommand={LF:LOOKIN=%22IMGLIB-JNU%5CORDERS%5CCOs%5CCO%20546%22}","CO","*EXPLORATORY, PRETTY CREEK","UNDEFINED GAS","546","","",FALSE,1,0,1,FALSE,2,1,12
